Country name,Region,Income group,Year,GDP per capita,GDP,R&D expenditure,Government debt,Unemployment,Trade balance,Ages 15-64 proportion,Population,HDI,Political stability,Rule of law,Voice and accountability
Bhutan,South Asia,Lower middle income,1967,NA,NA,NA,NA,NA,NA,57.40826052,271339,NA,NA,NA,NA
Bhutan,South Asia,Lower middle income,1968,NA,NA,NA,NA,NA,NA,57.2448608,280102,NA,NA,NA,NA
Bhutan,South Asia,Lower middle income,1969,NA,NA,NA,NA,NA,NA,57.08762463,289296,NA,NA,NA,NA
Bhutan,South Asia,Lower middle income,1970,NA,NA,NA,NA,NA,NA,56.93028811,298894,NA,NA,NA,NA
Bhutan,South Asia,Lower middle income,1971,NA,NA,NA,NA,NA,NA,56.77113942,308837,NA,NA,NA,NA
Bhutan,South Asia,Lower middle income,1972,NA,NA,NA,NA,NA,NA,56.61073831,319128,NA,NA,NA,NA
Bhutan,South Asia,Lower middle income,1973,NA,NA,NA,NA,NA,NA,56.4486908,329800,NA,NA,NA,NA
Bhutan,South Asia,Lower middle income,1974,NA,NA,NA,NA,NA,NA,56.28948855,340842,NA,NA,NA,NA
Bhutan,South Asia,Lower middle income,1975,NA,NA,NA,NA,NA,NA,56.1354304,352269,NA,NA,NA,NA
Bhutan,South Asia,Lower middle income,1976,NA,NA,NA,NA,NA,NA,55.98622978,364119,NA,NA,NA,NA
Bhutan,South Asia,Lower middle income,1977,NA,NA,NA,NA,NA,NA,55.84611052,376387,NA,NA,NA,NA
Bhutan,South Asia,Lower middle income,1978,NA,NA,NA,NA,NA,NA,55.71789319,389072,NA,NA,NA,NA
Bhutan,South Asia,Lower middle income,1979,NA,NA,NA,NA,NA,NA,55.59669057,402063,NA,NA,NA,NA
Bhutan,South Asia,Lower middle income,1980,309.8543933,128669205.8,NA,NA,NA,NA,55.47846818,415257,NA,NA,NA,NA
Bhutan,South Asia,Lower middle income,1981,324.6870481,139174181,NA,NA,NA,NA,55.36602891,428641,NA,NA,NA,NA
Bhutan,South Asia,Lower middle income,1982,319.8530044,141439318.4,NA,NA,NA,NA,55.26118213,442201,NA,NA,NA,NA
Bhutan,South Asia,Lower middle income,1983,343.6248827,156704286.1,NA,NA,NA,NA,55.17330983,456033,NA,NA,NA,NA
Bhutan,South Asia,Lower middle income,1984,341.2067875,160423489.3,NA,NA,NA,NA,55.10767497,470165,NA,NA,NA,NA
Bhutan,South Asia,Lower middle income,1985,337.0059425,163288815.3,NA,NA,NA,NA,55.06080144,484528,NA,NA,NA,NA
Bhutan,South Asia,Lower middle income,1986,383.0867021,191218110.4,NA,NA,NA,NA,55.03149852,499151,NA,NA,NA,NA
Bhutan,South Asia,Lower middle income,1987,472.2383038,242742766.4,NA,NA,NA,NA,55.02095225,514026,NA,NA,NA,NA
Bhutan,South Asia,Lower middle income,1988,514.6915137,272298060,NA,NA,NA,NA,55.02990735,529051,NA,NA,NA,NA
Bhutan,South Asia,Lower middle income,1989,486.5752425,264798626.2,NA,NA,NA,NA,55.05908576,544209,NA,NA,NA,NA
Bhutan,South Asia,Lower middle income,1990,515.2997216,287765007.1,NA,53.34635933,NA,NA,55.083339,558442,NA,NA,NA,NA
Bhutan,South Asia,Lower middle income,1991,423.2694201,240294282.5,NA,49.38629265,NA,NA,55.11748956,567710,NA,NA,NA,NA
Bhutan,South Asia,Lower middle income,1992,440.0332783,240233528.1,NA,47.48335336,NA,NA,55.20767698,545944,NA,NA,NA,NA
Bhutan,South Asia,Lower middle income,1993,433.8656076,225973695.3,NA,40.94079631,NA,NA,55.35867199,520838,NA,NA,NA,NA
Bhutan,South Asia,Lower middle income,1994,496.7860644,258954703.9,NA,34.44202044,NA,NA,55.55774043,521260,NA,NA,NA,NA
Bhutan,South Asia,Lower middle income,1995,550.6562335,290490986.8,NA,28.26394923,NA,NA,55.8140108,527536,NA,NA,NA,NA
Bhutan,South Asia,Lower middle income,1996,564.486939,303408342.8,NA,37.85327726,NA,NA,56.12871958,537494,NA,0.724004507,-0.031503625,-0.952189922
Bhutan,South Asia,Lower middle income,1997,644.0878065,352229078.3,NA,31.93674677,NA,NA,56.51029047,546865,NA,NA,NA,NA
Bhutan,South Asia,Lower middle income,1998,652.3610292,363458380.9,NA,31.08262689,1.4,NA,56.96603652,557143,NA,0.539632082,0.038308375,-1.098304272
Bhutan,South Asia,Lower middle income,1999,699.3313305,399311196.4,NA,36.09335891,1.4,NA,57.43734566,570990,NA,NA,NA,NA
Bhutan,South Asia,Lower middle income,2000,722.8267562,424448931,NA,40.48037494,NA,NA,57.94574997,587207,NA,0.491936684,0.130426154,-1.112356544
Bhutan,South Asia,Lower middle income,2001,765.0092339,461479580.2,NA,72.20845404,1.9,NA,58.57345574,603234,NA,NA,NA,NA
Bhutan,South Asia,Lower middle income,2002,841.3663104,520846131.7,NA,58.1222739,NA,NA,59.31414042,619048,NA,0.693675578,0.069401726,-1.290270805
Bhutan,South Asia,Lower middle income,2003,951.7391671,603999372.4,NA,70.83734938,1.8,NA,60.16006252,634627,NA,0.918948591,0.136125684,-1.146781921
Bhutan,South Asia,Lower middle income,2004,1050.133115,682577073.5,NA,77.45802264,2.49,NA,61.10915382,649991,NA,1.172050357,0.223591417,-0.965037107
Bhutan,South Asia,Lower middle income,2005,1201.433648,796938572,NA,81.72261948,3.1,NA,62.00802626,663323,NA,1.284487367,0.332806766,-1.072155476
Bhutan,South Asia,Lower middle income,2006,1299.631249,874989734.7,NA,76.8295072,3.13,-135666508.3,62.73331457,673260,NA,1.264518976,0.21245949,-1.058763504
Bhutan,South Asia,Lower middle income,2007,1714.031072,1168307575,NA,64.28857447,3.7,50402524.63,63.39274384,681614,NA,0.568526506,0.36783278,-0.872591913
Bhutan,South Asia,Lower middle income,2008,1780.112218,1227809261,NA,61.91206477,NA,-112000942.9,64.04607843,689737,NA,0.720669389,0.421698183,-0.505405188
Bhutan,South Asia,Lower middle income,2009,1768.745957,1234015142,NA,58.19082377,3.96,-107898255.8,64.65895776,697678,NA,0.803496659,0.219097927,-0.461808324
Bhutan,South Asia,Lower middle income,2010,2194.12587,1547990907,NA,56.21183125,3.32,-344757300.9,65.21931096,705516,0.581,0.742221653,0.161859259,-0.416917324
Bhutan,South Asia,Lower middle income,2011,2491.273456,1777102586,NA,64.04671854,3.23,-558990156.8,65.72360217,713331,0.591,0.826495349,0.205665544,-0.404029369
Bhutan,South Asia,Lower middle income,2012,2470.072136,1781280170,NA,74.2422122,2.05,-478829661.2,66.15981102,721145,0.598,0.77630949,0.260953724,-0.280920058
Bhutan,South Asia,Lower middle income,2013,2409.439989,1756214304,NA,98.44488536,2.87,-433041928.5,66.53555379,728889,0.606,0.784624875,0.317648262,-0.158783659
Bhutan,South Asia,Lower middle income,2014,2589.899141,1907090362,NA,93.1103346,2.63,-459214963.2,66.89886835,736357,0.617,1.068038583,0.417663902,-0.1029386
Bhutan,South Asia,Lower middle income,2015,2695.636904,2003596824,NA,88.50268416,2.45,-496734660.3,67.29765874,743274,0.627,0.960772634,0.534968972,-0.034806281
Bhutan,South Asia,Lower middle income,2016,2879.546572,2158971718,NA,100.7780441,NA,-594968891.5,67.72700385,749761,0.638,1.106088281,0.509927452,-0.025891906
Bhutan,South Asia,Lower middle income,2017,3240.706326,2450366108,NA,101.2897065,NA,-518571545.3,68.29616669,756121,0.647,1.102793097,0.63007921,0.010954513
Bhutan,South Asia,Lower middle income,2018,3210.707814,2446867582,NA,101.1935022,3.35,-462859072.9,69.01461954,762096,0.658,1.077452898,0.548555255,0.042394046
Bhutan,South Asia,Lower middle income,2019,3303.962309,2535655609,NA,97.48529161,2.72,-452196090.4,69.74672263,767459,0.671,1.065351009,0.584862649,0.073989496
Bhutan,South Asia,Lower middle income,2020,3009.925516,2325185521,NA,117.3297593,5.03,-401795399.4,70.44165353,772506,0.668,1.013411403,0.579251528,0.151467398
Bhutan,South Asia,Lower middle income,2021,3266.362774,2539551327,NA,NA,4.8,-284913523.9,71.06104093,777486,0.666,0.797127724,0.604691029,0.219684556
Bhutan,South Asia,Lower middle income,2022,NA,NA,NA,NA,5.95,-797318812.7,71.60303148,782455,NA,0.864817739,0.672034562,0.155555993
Bolivia,Latin America & Caribbean,Lower middle income,1960,101.6908096,377020202,NA,NA,NA,NA,54.24679334,3707515,NA,NA,NA,NA
Bolivia,Latin America & Caribbean,Lower middle income,1961,108.3563406,410101010.1,NA,NA,NA,NA,54.3526722,3784744,NA,NA,NA,NA
Bolivia,Latin America & Caribbean,Lower middle income,1962,116.0415185,448400673.4,NA,NA,NA,NA,54.45776363,3864140,NA,NA,NA,NA
Bolivia,Latin America & Caribbean,Lower middle income,1963,122.3673199,482828282.8,NA,NA,NA,NA,54.52113596,3945729,NA,NA,NA,NA
Bolivia,Latin America & Caribbean,Lower middle income,1964,135.0111302,544023569,NA,NA,NA,NA,54.5276347,4029472,NA,NA,NA,NA
Bolivia,Latin America & Caribbean,Lower middle income,1965,146.8534781,604377104.4,NA,NA,NA,NA,54.52062387,4115511,NA,NA,NA,NA
Bolivia,Latin America & Caribbean,Lower middle income,1966,159.1773484,669191919.2,NA,NA,NA,NA,54.51939968,4204065,NA,NA,NA,NA
Bolivia,Latin America & Caribbean,Lower middle income,1967,175.9629213,755808080.8,NA,NA,NA,NA,54.51363518,4295269,NA,NA,NA,NA
Bolivia,Latin America & Caribbean,Lower middle income,1968,195.4576872,857912457.9,NA,NA,NA,NA,54.5062886,4389249,NA,NA,NA,NA
Bolivia,Latin America & Caribbean,Lower middle income,1969,207.2245478,929629629.6,NA,NA,NA,NA,54.50170727,4486098,NA,NA,NA,NA
Bolivia,Latin America & Caribbean,Lower middle income,1970,221.7774646,1017003367,NA,NA,NA,NA,54.50182279,4585693,NA,NA,NA,NA
Bolivia,Latin America & Caribbean,Lower middle income,1971,233.6946457,1095622896,NA,NA,9,NA,54.50697454,4688267,NA,NA,NA,NA
Bolivia,Latin America & Caribbean,Lower middle income,1972,262.341899,1257615645,NA,NA,8.1,NA,54.52111726,4793804,NA,NA,NA,NA
Bolivia,Latin America & Caribbean,Lower middle income,1973,257.6304821,1262968516,NA,NA,7.1,NA,54.55688344,4902248,NA,NA,NA,NA
Bolivia,Latin America & Caribbean,Lower middle income,1974,418.8967523,2100249875,NA,NA,6.1,NA,54.60618916,5013765,NA,NA,NA,NA
Bolivia,Latin America & Caribbean,Lower middle income,1975,468.9552842,2404697651,NA,NA,5.2,NA,54.65632664,5127776,NA,NA,NA,NA
Bolivia,Latin America & Caribbean,Lower middle income,1976,520.9380387,2731984008,NA,NA,5.3,-36000000,54.70432925,5244355,NA,NA,NA,NA
Bolivia,Latin America & Caribbean,Lower middle income,1977,601.6939266,3227436282,NA,NA,5.3,-65800000,54.7463542,5363917,NA,NA,NA,NA
Bolivia,Latin America & Caribbean,Lower middle income,1978,685.0401867,3758220890,NA,NA,5.5,-244600000,54.78776716,5486132,NA,NA,NA,NA
Bolivia,Latin America & Caribbean,Lower middle income,1979,788.0636219,4421336383,NA,NA,5.6,-265900000,54.83299705,5610380,NA,NA,NA,NA
Bolivia,Latin America & Caribbean,Lower middle income,1980,791.0422229,4537487803,NA,NA,6.1,197200000,54.8816759,5736088,NA,NA,NA,NA
Bolivia,Latin America & Caribbean,Lower middle income,1981,1004.880903,5891606685,NA,NA,10.16,-142100000,54.93336549,5862990,NA,NA,NA,NA
Bolivia,Latin America & Caribbean,Lower middle income,1982,933.7357931,5594121317,NA,NA,11.6,192300000,54.99374699,5991118,NA,NA,NA,NA
Bolivia,Latin America & Caribbean,Lower middle income,1983,885.9651908,5422656266,NA,NA,14.19,117500000,55.06692132,6120620,NA,NA,NA,NA
Bolivia,Latin America & Caribbean,Lower middle income,1984,986.8132139,6169483189,NA,NA,14.66,152200000,55.14496212,6251926,NA,NA,NA,NA
Bolivia,Latin America & Caribbean,Lower middle income,1985,842.0902174,5377276555,NA,NA,19.28,11000000,55.21847492,6385630,NA,NA,NA,NA
Bolivia,Latin America & Caribbean,Lower middle income,1986,607.0826669,3959382833,NA,NA,19.76,-175700000,55.29089082,6521983,NA,NA,NA,NA
Bolivia,Latin America & Caribbean,Lower middle income,1987,652.7057594,4347956338,NA,NA,20.32,-266300000,55.36235557,6661434,NA,NA,NA,NA
Bolivia,Latin America & Caribbean,Lower middle income,1988,675.7148311,4597612362,NA,NA,18,-174900000,55.43379024,6804072,NA,NA,NA,NA
Bolivia,Latin America & Caribbean,Lower middle income,1989,678.6413185,4715972853,NA,NA,10.1,-160900000,55.509035,6949139,NA,NA,NA,NA
Bolivia,Latin America & Caribbean,Lower middle income,1990,685.9427177,4867582598,NA,NA,6.69,-109500000,55.58476527,7096194,0.55,NA,NA,NA
Bolivia,Latin America & Caribbean,Lower middle income,1991,737.5213733,5343261960,NA,NA,6.59,-198100000,55.66718671,7244891,0.56,NA,NA,NA
Bolivia,Latin America & Caribbean,Lower middle income,1992,763.2606742,5643869231,NA,NA,5.52,-578800000,55.76504388,7394419,0.568,NA,NA,NA
Bolivia,Latin America & Caribbean,Lower middle income,1993,760.1176224,5734699041,NA,NA,5.99,-536500000,55.80225883,7544489,0.578,NA,NA,NA
Bolivia,Latin America & Caribbean,Lower middle income,1994,777.416092,5981223290,NA,59.17172417,3.08,-171700000,55.79048374,7693722,0.587,NA,NA,NA
Bolivia,Latin America & Caribbean,Lower middle income,1995,856.3651129,6715162199,NA,57.41137939,3.69,-340100000,55.8153594,7841471,0.598,NA,NA,NA
Bolivia,Latin America & Caribbean,Lower middle income,1996,925.8491189,7396948398,0.32543999,47.88280662,5.23,-418490000,55.87378199,7989367,0.609,-0.134768322,-0.261528313,0.155518606
Bolivia,Latin America & Caribbean,Lower middle income,1997,973.9625705,7925736319,0.31577,46.53650541,2.08,-648500000,55.96851143,8137619,0.62,NA,NA,NA
Bolivia,Latin America & Caribbean,Lower middle income,1998,1025.409433,8497494138,0.294950008,47.07519259,NA,-844800000,56.09777833,8286928,0.632,-0.241092369,-0.22726056,0.353770107
Bolivia,Latin America & Caribbean,Lower middle income,1999,981.7529219,8285063959,0.29835999,56.25758298,3.93,-678100000,56.25680727,8439052,0.631,NA,NA,NA
Bolivia,Latin America & Caribbean,Lower middle income,2000,977.3294704,8397855937,0.28744000199999997,60.10919774,4.47,-607815904,56.45644374,8592656,0.632,-0.237061173,-0.368222207,0.189972907
Bolivia,Latin America & Caribbean,Lower middle income,2001,930.8757313,8141517339,0.293579996,68.33985276,5.24,-458745530,56.75271356,8746084,0.632,NA,NA,NA
Bolivia,Latin America & Caribbean,Lower middle income,2002,888.198576,7905485146,0.276630014,NA,5.48,-516682880.9,57.13774592,8900583,0.63,-0.286515564,-0.378112555,0.140369892
Bolivia,Latin America & Caribbean,Lower middle income,2003,892.3553805,8082399991,NA,NA,NA,-86907789.37,57.5492764,9057378,0.627,-0.83488518,-0.46946907,-0.056417342
Bolivia,Latin America & Caribbean,Lower middle income,2004,951.9516229,8773451752,NA,NA,4.17,231061237.2,57.97562661,9216279,0.626,-0.680570841,-0.626744568,-0.170450285
Bolivia,Latin America & Caribbean,Lower middle income,2005,1018.313662,9549122313,NA,NA,5.45,414848470.9,58.41002313,9377388,0.635,-0.971029878,-0.765424848,-0.156710431
Bolivia,Latin America & Caribbean,Lower middle income,2006,1200.068092,11451845379,NA,NA,5.08,892459631.6,58.8340623,9542663,0.638,-0.802562952,-0.853729308,0.07646361
Bolivia,Latin America & Caribbean,Lower middle income,2007,1351.035154,13120107739,NA,NA,5.18,814530371.9,59.24035583,9711152,0.645,-0.852070689,-0.832326353,0.042223975
Bolivia,Latin America & Caribbean,Lower middle income,2008,1687.578567,16674276979,NA,NA,2.6,1244957796,59.63332363,9880593,0.652,-0.696565807,-0.978549302,0.002961708
Bolivia,Latin America & Caribbean,Lower middle income,2009,1725.146286,17339992194,0.157000005,NA,2.97,274170000,60.00487001,10051317,0.658,-0.506110489,-1.1139189,0.006946584
Bolivia,Latin America & Caribbean,Lower middle income,2010,1922.058662,19649724656,NA,NA,NA,681407338.8,60.35426827,10223270,0.662,-0.415407211,-1.029790163,-0.039241143
Bolivia,Latin America & Caribbean,Lower middle income,2011,2304.982295,23963162969,NA,NA,2.25,345773475.2,60.69227107,10396246,0.668,-0.417126507,-0.98403579,-0.068237789
Bolivia,Latin America & Caribbean,Lower middle income,2012,2562.466784,27084497482,NA,NA,2.07,2339083705,61.02052878,10569697,0.674,-0.458068103,-1.018764019,-0.081585295
Bolivia,Latin America & Caribbean,Lower middle income,2013,2853.797162,30659338886,NA,NA,2.44,1691971937,61.35130675,10743349,0.682,-0.328593433,-1.05081141,-0.068993047
Bolivia,Latin America & Caribbean,Lower middle income,2014,3022.462884,32996188017,NA,NA,2.02,1082959462,61.70123397,10916987,0.684,-0.333112091,-1.058175683,-0.026304649
Bolivia,Latin America & Caribbean,Lower middle income,2015,2975.648811,33000198249,NA,NA,3.11,-1979737198,62.05031061,11090085,0.69,-0.270498693,-1.161920667,-0.004657394
Bolivia,Latin America & Caribbean,Lower middle income,2016,3013.502707,33941126194,NA,NA,3.5,-2514014188,62.37988397,11263015,0.701,-0.253675967,-1.238175988,-0.036398344
Bolivia,Latin America & Caribbean,Lower middle income,2017,3280.008214,37508642171,NA,NA,3.65,-2173220118,62.69604737,11435533,0.708,-0.280111223,-1.244755507,-0.024625175
Bolivia,Latin America & Caribbean,Lower middle income,2018,3471.006951,40287647931,NA,NA,3.52,-1992410887,63.00512066,11606905,0.714,-0.28669095,-1.211845517,-0.059398498
Bolivia,Latin America & Caribbean,Lower middle income,2019,3472.380831,40895322851,NA,NA,3.68,-1686182614,63.30553965,11777315,0.717,-0.728338599,-1.18922472,-0.116986528
Bolivia,Latin America & Caribbean,Lower middle income,2020,3068.812555,36629843806,NA,NA,7.9,-634879464.2,63.61955795,11936162,0.694,-0.453478873,-1.219215512,-0.085180767
Bolivia,Latin America & Caribbean,Lower middle income,2021,3345.196588,40408208524,NA,NA,5.09,698177336,63.96785803,12079472,0.692,-0.278813034,-1.176882386,-0.114208892
Bolivia,Latin America & Caribbean,Lower middle income,2022,3523.273733,43068885673,NA,NA,3.55,-109227388.9,64.32258054,12224110,NA,-0.283260942,-1.300902247,-0.198109388
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,1960,NA,NA,NA,NA,NA,NA,57.58356568,3262539,NA,NA,NA,NA
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,1961,NA,NA,NA,NA,NA,NA,57.32446946,3325333,NA,NA,NA,NA
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,1962,NA,NA,NA,NA,NA,NA,57.18460079,3387512,NA,NA,NA,NA
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,1963,NA,NA,NA,NA,NA,NA,57.18094581,3448532,NA,NA,NA,NA
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,1964,NA,NA,NA,NA,NA,NA,57.29547542,3507959,NA,NA,NA,NA
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,1965,NA,NA,NA,NA,NA,NA,57.51744312,3565517,NA,NA,NA,NA
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,1966,NA,NA,NA,NA,NA,NA,57.84587508,3620849,NA,NA,NA,NA
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,1967,NA,NA,NA,NA,NA,NA,58.28585079,3673367,NA,NA,NA,NA
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,1968,NA,NA,NA,NA,NA,NA,58.82444501,3723067,NA,NA,NA,NA
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,1969,NA,NA,NA,NA,NA,NA,59.41654095,3770376,NA,NA,NA,NA
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,1970,NA,NA,NA,NA,NA,NA,60.01949648,3815561,NA,NA,NA,NA
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,1971,NA,NA,NA,NA,NA,NA,60.59413999,3859242,NA,NA,NA,NA
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,1972,NA,NA,NA,NA,NA,NA,61.12476117,3901895,NA,NA,NA,NA
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,1973,NA,NA,NA,NA,NA,NA,61.64388286,3943152,NA,NA,NA,NA
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,1974,NA,NA,NA,NA,NA,NA,62.18765558,3983063,NA,NA,NA,NA
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,1975,NA,NA,NA,NA,NA,NA,62.75876472,4022090,NA,NA,NA,NA
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,1976,NA,NA,NA,NA,NA,NA,63.35477319,4060039,NA,NA,NA,NA
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,1977,NA,NA,NA,NA,NA,NA,63.96950042,4096516,NA,NA,NA,NA
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,1978,NA,NA,NA,NA,NA,NA,64.59801366,4131521,NA,NA,NA,NA
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,1979,NA,NA,NA,NA,NA,NA,65.23262092,4165511,NA,NA,NA,NA
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,1980,NA,NA,NA,NA,NA,NA,65.84669105,4199820,NA,NA,NA,NA
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,1981,NA,NA,NA,NA,NA,NA,66.4033818,4235970,NA,NA,NA,NA
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,1982,NA,NA,NA,NA,NA,NA,66.88951344,4274013,NA,NA,NA,NA
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,1983,NA,NA,NA,NA,NA,NA,67.31396006,4312521,NA,NA,NA,NA
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,1984,NA,NA,NA,NA,NA,NA,67.68110153,4349597,NA,NA,NA,NA
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,1985,NA,NA,NA,NA,NA,NA,68.0042379,4383306,NA,NA,NA,NA
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,1986,NA,NA,NA,NA,NA,NA,68.290802,4413374,NA,NA,NA,NA
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,1987,NA,NA,NA,NA,NA,NA,68.52878184,4440300,NA,NA,NA,NA
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,1988,NA,NA,NA,NA,NA,NA,68.70565311,4463320,NA,NA,NA,NA
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,1989,NA,NA,NA,NA,NA,NA,68.82904569,4481230,NA,NA,NA,NA
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,1990,NA,NA,NA,NA,NA,NA,68.90725507,4494310,NA,NA,NA,NA
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,1991,NA,NA,NA,NA,17.55,NA,68.92268899,4502386,NA,NA,NA,NA
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,1992,NA,NA,NA,NA,NA,NA,67.98209522,4275730,NA,NA,NA,NA
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,1993,NA,NA,NA,NA,NA,NA,66.51493711,3942981,NA,NA,NA,NA
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,1994,333.7831793,1255802469,NA,NA,NA,NA,65.69151297,3762330,NA,NA,NA,NA
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,1995,497.6828466,1866572954,NA,NA,NA,NA,65.81163127,3750527,NA,NA,NA,NA
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,1996,712.9536456,2786045322,NA,NA,NA,NA,66.90759812,3907751,NA,-0.594427824,-0.241686642,-0.103825636
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,1997,907.1488704,3671910026,NA,NA,NA,NA,67.81189195,4047748,NA,NA,NA,NA
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,1998,1000.417072,4116775275,NA,NA,NA,-2925389371,68.31757455,4115059,NA,-0.58641547,-0.671884239,-0.008210574
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,1999,1128.398647,4686255381,NA,NA,NA,-3117889820,68.69059435,4153014,NA,NA,NA,NA
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,2000,1332.210523,5567774049,NA,NA,NA,-2577518133,69.03018412,4179350,0.667,-0.528393328,-0.602258623,-0.108343385
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,2001,1382.767724,5800616572,NA,NA,16.1,-2730065299,69.32020591,4194932,0.672,NA,NA,NA
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,2002,1602.56371,6728219507,NA,NA,NA,-3120639140,69.54680462,4198410,0.675,-0.163837284,-0.656005681,-0.087044537
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,2003,2031.402244,8498893358,0.01826,NA,NA,-3821941979,69.68207045,4183757,0.683,-0.405683517,-0.616845548,0.209610522
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,2004,2451.577258,10156541358,0.015900001,NA,NA,-4138362134,69.68490367,4142860,0.69,0.017319396,-0.490674227,0.168824628
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,2005,2741.080141,11222796197,0.026969999,NA,NA,-4345529639,69.69532254,4094297,0.691,-0.500624359,-0.519786179,0.213584736
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,2006,3170.174873,12864842269,0.01969,NA,31.11,-3624941969,69.80711717,4058086,0.699,-0.441336751,-0.496493608,0.187260136
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,2007,3936.932459,15778737117,0.025210001,NA,28.98,-4662020360,69.89699406,4007876,0.707,-0.631416619,-0.46990642,0.131010443
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,2008,4846.792101,19112801197,0.01842,NA,23.41,-6229877855,69.89940005,3943392,0.718,-0.539653778,-0.407430083,0.015152005
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,2009,4542.310904,17613946109,0.021059999,NA,24.07,-4194259999,69.85856489,3877750,0.721,-0.665914297,-0.360137552,0.003171806
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,2010,4506.933669,17176320823,NA,NA,27.31,-3699616133,69.86916859,3811088,0.725,-0.693730175,-0.355648875,-0.082449205
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,2011,4980.906155,18644239028,NA,45.83469429,27.58,-4434962080,69.94305452,3743142,0.732,-0.819794893,-0.331778318,-0.159755006
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,2012,4688.345902,17226736285,0.265329987,49.09026353,28.01,-4035721593,70.00044089,3674374,0.745,-0.538148701,-0.197178289,-0.100325391
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,2013,5025.240652,18179104549,0.321319997,49.60975139,27.49,-3724521863,69.98188143,3617559,0.751,-0.404944122,-0.139309406,-0.116462924
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,2014,5196.969426,18558731213,0.257250011,53.50086087,27.52,-4198572495,69.86508936,3571068,0.756,-0.019179042,-0.13222298,-0.070960574
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,2015,4654.609552,16404352156,0.21860000499999999,NA,27.69,-2961519174,69.63051638,3524324,0.761,-0.404167622,-0.264293224,-0.098089233
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,2016,4917.263698,17116926092,0.215939999,52.23812774,25.41,-2810928851,69.30338128,3480986,0.77,-0.402664006,-0.191816986,-0.131173372
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,2017,5327.393184,18326376394,0.200479999,47.37156299,20.53,-2940154629,68.88492445,3440027,0.772,-0.351470172,-0.20064795,-0.205769211
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,2018,6024.491546,20484048416,0.194849998,44.89324081,18.4,-2963549338,68.37292056,3400129,0.776,-0.400912255,-0.225131854,-0.25929305
